partnerCode,year,hs_code,value,ctry_total_value,ctry_hs_share,cmdCode_clean,hs_desc,cluster_name
36,2022,4911,115347.901,44946230.758,0.0025663531525270153,4911,Other printed matter,High-value expansion goods
36,2022,6101,441.132,44946230.758,9.814660596906286e-06,6101,"Men's or boys' overcoats, knitted or crocheted",Apparel growth / volatile
36,2022,6102,322.666,44946230.758,7.178933462458774e-06,6102,"Women's or girls' overcoats, knitted or crocheted",Low-growth / niche goods
36,2022,6103,292.524,44946230.758,6.508309930926377e-06,6103,"Men's or boys' suits and ensembles, knitted or crocheted",Apparel growth / volatile
36,2022,6104,9030.966,44946230.758,0.0002009282168425786,6104,"Women's or girls' suits and ensembles, knitted or crocheted",High-value expansion goods
36,2022,6105,1667.372,44946230.758,3.70970373239412e-05,6105,"Men's or boys' shirts, knitted or crocheted",Apparel growth / volatile
36,2022,6106,46762.994,44946230.758,0.001040420814189778,6106,"Women's or girls' blouses and shirts, knitted or crocheted",Apparel growth / volatile
36,2022,6107,414.23,44946230.758,9.216123199079847e-06,6107,"Men's or boys' underpants, nightshirts and similar articles",Low-growth / niche goods
36,2022,6108,342.087,44946230.758,7.61102753736723e-06,6108,"Women's or girls' slips, panties, nightdresses and similar articles",Apparel growth / volatile
36,2022,6109,18745.815,44946230.758,0.0004170720143571421,6109,"T-shirts, singlets and other vests, knitted or crocheted",High-value expansion goods
36,2022,6110,17642.516,44946230.758,0.0003925249281745344,6110,"Jerseys, pullovers, cardigans and similar articles",High-value expansion goods
36,2022,6111,322.147,44946230.758,7.167386331781801e-06,6111,"Babies' garments and clothing accessories, knitted or crocheted",Premium anomaly goods
36,2022,6112,324.837,44946230.758,7.227235621803105e-06,6112,"Track suits, ski suits and swimwear, knitted or crocheted",Apparel growth / volatile
36,2022,6114,780.816,44946230.758,1.737222425177493e-05,6114,"Other garments, knitted or crocheted",Apparel growth / volatile
36,2022,6115,51075.894,44946230.758,0.001136377692603489,6115,"Pantyhose, socks and other hosiery",High-value expansion goods
36,2022,6116,83352.66,44946230.758,0.001854497220218272,6116,"Gloves, mittens and mitts, knitted or crocheted",Low-growth / niche goods
36,2022,6117,2218.317,44946230.758,4.9354906130925355e-05,6117,"Other made up clothing accessories, knitted or crocheted",Low-growth / niche goods
36,2022,6201,4566.839,44946230.758,0.00010160671813814212,6201,Men's or boys' overcoats and similar coats,Apparel growth / volatile
36,2022,6202,3575.027,44946230.758,7.954008466802701e-05,6202,Women's or girls' overcoats and similar coats,Apparel growth / volatile
36,2022,6203,3927.345,44946230.758,8.737873974673548e-05,6203,"Men's or boys' suits, ensembles and trousers",Apparel growth / volatile
36,2022,6204,17907.448,44946230.758,0.0003984193490310118,6204,"Women's or girls' suits, ensembles, dresses and skirts",High-value expansion goods
36,2022,6205,1616.751,44946230.758,3.5970780480012416e-05,6205,Men's or boys' shirts,Low-growth / niche goods
36,2022,6206,3636.142,44946230.758,8.089982048945898e-05,6206,Women's or girls' blouses and shirts,Low-growth / niche goods
36,2022,6207,582.0,44946230.758,1.2948805499033077e-05,6207,"Men's or boys' singlets, underpants and similar articles",Low-growth / niche goods
36,2022,6208,933.306,44946230.758,2.0764944785361795e-05,6208,"Women's or girls' singlets, slips and similar articles",Apparel growth / volatile
36,2022,6209,1276.33,44946230.758,2.839681945460633e-05,6209,Babies' garments and clothing accessories,Premium anomaly goods
36,2022,6210,49.62,44946230.758,1.103985788422717e-06,6210,Garments made up of felt or nonwovens,Apparel growth / volatile
36,2022,6211,3901.433,44946230.758,8.680222866754143e-05,6211,"Track suits, ski suits, swimwear and other garments",High-value expansion goods
36,2022,6212,570.09,44946230.758,1.2683822211243585e-05,6212,"Brassieres, girdles, corsets and similar articles",Apparel growth / volatile
36,2022,6213,82.53,44946230.758,1.8361940168989688e-06,6213,Handkerchiefs,Low-growth / niche goods
36,2022,6214,123.745,44946230.758,2.7531785850134846e-06,6214,"Shawls, scarves, mufflers and similar articles",Apparel growth / volatile
36,2022,6215,34.9,44946230.758,7.764833538079972e-07,6215,"Ties, bow ties and cravats",Apparel growth / volatile
36,2022,6216,2303.64,44946230.758,5.125324106493566e-05,6216,"Gloves, mittens and mitts",Apparel growth / volatile
36,2022,6217,919.975,44946230.758,2.04683459432525e-05,6217,Other made up clothing accessories,High-value expansion goods
36,2022,8517,94472.105,44946230.758,0.002101891602627543,8517,Telephone sets and communication apparatus,High-value expansion goods
36,2022,8523,116943.067,44946230.758,0.0026018436925144216,8523,Storage media and recording media,High-value expansion goods
36,2022,8525,104674.03,44946230.758,0.0023288722599140088,8525,Transmission apparatus for radio or television,High-value expansion goods
36,2022,8526,50955.294,44946230.758,0.0011336944865155448,8526,Radar and radio navigational apparatus,High-value expansion goods
36,2022,8527,176.117,44946230.758,3.918393089472867e-06,8527,Radio-broadcast receivers,Low-growth / niche goods
36,2022,8528,594535.333,44946230.758,0.013227701699862303,8528,"Monitors, projectors and television receivers",High-value expansion goods
36,2022,8536,104880.678,44946230.758,0.0023334699313208203,8536,Electrical switching or circuit protection apparatus,Postal-friendly core goods
36,2022,8543,44209.426,44946230.758,0.0009836069733640822,8543,Electrical machines and apparatus with individual functions,High-value expansion goods
36,2022,8544,8080939.668,44946230.758,0.1797912646225995,8544,"Insulated wire, cable and conductors",High-value expansion goods
36,2023,1901,1760827.601,47495304.641,0.0370737194825776,1901,Malt extract and food preparations of flour/starch/milk,Postal-friendly core goods
36,2023,1902,13487175.0,47495304.641,0.28396859651590245,1902,"Pasta, whether or not cooked or stuffed",Postal-friendly core goods
36,2023,1904,2947709.0,47495304.641,0.062063166502050605,1904,Prepared foods obtained by swelling or roasting cereals,Postal-friendly core goods
36,2023,1905,3180226.694,47495304.641,0.06695875977716523,1905,"Bread, pastry, cakes, biscuits and other bakers' wares",Postal-friendly core goods
36,2023,2101,1022398.67,47495304.641,0.021526310394847353,2101,"Coffee, tea or mate extracts and concentrates",High-value expansion goods
36,2023,2103,5943180.58,47495304.641,0.12513196041003155,2103,"Sauces, mixed condiments and seasonings",Postal-friendly core goods
36,2023,2104,468078.67,47495304.641,0.009855261978800621,2104,"Soups, broths and preparations therefor",High-value expansion goods
36,2023,2106,1491187.9,47495304.641,0.03139653301039661,2106,Food preparations not elsewhere specified,High-value expansion goods
36,2023,3004,81737.368,47495304.641,0.0017209568107378929,3004,Medicaments in measured doses or retail sale,High-value expansion goods
36,2023,3005,56407.953,47495304.641,0.0011876532517554634,3005,"Wadding, gauze, bandages and similar medical articles",Postal-friendly core goods
36,2023,3006,6799.323,47495304.641,0.0001431577932048999,3006,Pharmaceutical goods,Postal-friendly core goods
36,2023,3303,2148.507,47495304.641,4.523619789871431e-05,3303,Perfumes and toilet waters,Apparel growth / volatile
36,2023,3304,3014249.978,47495304.641,0.0634641676852825,3304,"Beauty, make-up and skin-care preparations",Postal-friendly core goods
36,2023,3305,309666.566,47495304.641,0.00651994062024991,3305,Hair preparations,Postal-friendly core goods
36,2023,3306,46468.275,47495304.641,0.0009783761858406226,3306,Oral or dental hygiene preparations,High-value expansion goods
36,2023,3307,715732.861,47495304.641,0.01506954985150571,3307,"Shaving, deodorant, bath and perfumery preparations",Postal-friendly core goods
36,2023,3923,1101692.075,47495304.641,0.023195810266452562,3923,Plastic packing and conveyance articles,Postal-friendly core goods
36,2023,3924,929182.2,47495304.641,0.01956366438795067,3924,"Plastic tableware, kitchenware and household articles",High-value expansion goods
36,2023,3926,1743225.721,47495304.641,0.03670311695390563,3926,Other articles of plastics,Postal-friendly core goods
36,2023,4901,294774.201,47495304.641,0.006206386151812113,4901,"Printed books, brochures and similar printed matter",Postal-friendly core goods
36,2023,4902,4631.491,47495304.641,9.75147129807416e-05,4902,"Newspapers, journals and periodicals",High-value expansion goods
36,2023,4903,3443.382,47495304.641,7.249941917474351e-05,4903,"Children's picture, drawing or colouring books",Apparel growth / volatile
36,2023,4909,3184.426,47495304.641,6.704717495908144e-05,4909,Printed postcards and greeting cards,High-value expansion goods
36,2023,4911,110732.666,47495304.641,0.0023314444835545022,4911,Other printed matter,High-value expansion goods
36,2023,6101,2223.811,47495304.641,4.6821701993681085e-05,6101,"Men's or boys' overcoats, knitted or crocheted",Apparel growth / volatile
36,2023,6102,687.95,47495304.641,1.4484589691548832e-05,6102,"Women's or girls' overcoats, knitted or crocheted",Low-growth / niche goods
36,2023,6103,738.673,47495304.641,1.5552547890436006e-05,6103,"Men's or boys' suits and ensembles, knitted or crocheted",Apparel growth / volatile
36,2023,6104,14127.228,47495304.641,0.00029744472862702233,6104,"Women's or girls' suits and ensembles, knitted or crocheted",High-value expansion goods
36,2023,6105,707.362,47495304.641,1.4893303777009032e-05,6105,"Men's or boys' shirts, knitted or crocheted",Apparel growth / volatile
36,2023,6106,38277.285,47495304.641,0.000805917243595431,6106,"Women's or girls' blouses and shirts, knitted or crocheted",Apparel growth / volatile
36,2023,6107,115.851,47495304.641,2.439209536093646e-06,6107,"Men's or boys' underpants, nightshirts and similar articles",Low-growth / niche goods
36,2023,6108,187.561,47495304.641,3.949042993148616e-06,6108,"Women's or girls' slips, panties, nightdresses and similar articles",Apparel growth / volatile
36,2023,6109,38268.137,47495304.641,0.0008057246350824601,6109,"T-shirts, singlets and other vests, knitted or crocheted",High-value expansion goods
36,2023,6110,25675.149,47495304.641,0.0005405828890680723,6110,"Jerseys, pullovers, cardigans and similar articles",High-value expansion goods
36,2023,6111,487.228,47495304.641,1.025844562284171e-05,6111,"Babies' garments and clothing accessories, knitted or crocheted",Premium anomaly goods
36,2023,6112,165.755,47495304.641,3.4899239251728706e-06,6112,"Track suits, ski suits and swimwear, knitted or crocheted",Apparel growth / volatile
36,2023,6114,1890.521,47495304.641,3.980437675449755e-05,6114,"Other garments, knitted or crocheted",Apparel growth / volatile
36,2023,6115,35553.807,47495304.641,0.0007485751964060131,6115,"Pantyhose, socks and other hosiery",High-value expansion goods
36,2023,6116,106043.694,47495304.641,0.0022327195246255667,6116,"Gloves, mittens and mitts, knitted or crocheted",Low-growth / niche goods
36,2023,6117,3510.288,47495304.641,7.39081057913621e-05,6117,"Other made up clothing accessories, knitted or crocheted",Low-growth / niche goods
36,2023,6201,3825.121,47495304.641,8.05368241958383e-05,6201,Men's or boys' overcoats and similar coats,Apparel growth / volatile
36,2023,6202,2155.773,47495304.641,4.538918144213867e-05,6202,Women's or girls' overcoats and similar coats,Apparel growth / volatile
36,2023,6203,3426.266,47495304.641,7.213904670994149e-05,6203,"Men's or boys' suits, ensembles and trousers",Apparel growth / volatile
36,2023,6204,21648.178,47495304.641,0.00045579617108745433,6204,"Women's or girls' suits, ensembles, dresses and skirts",High-value expansion goods
36,2023,6205,5160.852,47495304.641,0.00010866025681925891,6205,Men's or boys' shirts,Low-growth / niche goods
36,2023,6206,2769.426,47495304.641,5.830946913454076e-05,6206,Women's or girls' blouses and shirts,Low-growth / niche goods
36,2023,6207,3227.905,47495304.641,6.796261281822651e-05,6207,"Men's or boys' singlets, underpants and similar articles",Low-growth / niche goods
36,2023,6208,1689.755,47495304.641,3.55773062784259e-05,6208,"Women's or girls' singlets, slips and similar articles",Apparel growth / volatile
36,2023,6209,552.902,47495304.641,1.164119283325348e-05,6209,Babies' garments and clothing accessories,Premium anomaly goods
36,2023,6210,702.759,47495304.641,1.4796388933851537e-05,6210,Garments made up of felt or nonwovens,Apparel growth / volatile
36,2023,6211,4643.593,47495304.641,9.77695171154129e-05,6211,"Track suits, ski suits, swimwear and other garments",High-value expansion goods
36,2023,6212,340.29,47495304.641,7.16470822899506e-06,6212,"Brassieres, girdles, corsets and similar articles",Apparel growth / volatile
36,2023,6213,13.503,47495304.641,2.843017873464407e-07,6213,Handkerchiefs,Low-growth / niche goods
36,2023,6214,3371.707,47495304.641,7.099032263263759e-05,6214,"Shawls, scarves, mufflers and similar articles",Apparel growth / volatile
36,2023,6215,8.15,47495304.641,1.7159590956628095e-07,6215,"Ties, bow ties and cravats",Apparel growth / volatile
36,2023,6216,11729.236,47495304.641,0.00024695569569786096,6216,"Gloves, mittens and mitts",Apparel growth / volatile
36,2023,6217,1303.252,47495304.641,2.7439596605407946e-05,6217,Other made up clothing accessories,High-value expansion goods
36,2023,8517,75904.729,47495304.641,0.0015981522715505599,8517,Telephone sets and communication apparatus,High-value expansion goods
36,2023,8523,114613.338,47495304.641,0.002413150918102772,8523,Storage media and recording media,High-value expansion goods
36,2023,8525,137583.9,47495304.641,0.002896789504561502,8525,Transmission apparatus for radio or television,High-value expansion goods
36,2023,8526,12835.581,47495304.641,0.0002702494719640091,8526,Radar and radio navigational apparatus,High-value expansion goods
36,2023,8527,366.173,47495304.641,7.709667361179607e-06,8527,Radio-broadcast receivers,Low-growth / niche goods
36,2023,8528,412541.098,47495304.641,0.008685934349053036,8528,"Monitors, projectors and television receivers",High-value expansion goods
36,2023,8536,115055.632,47495304.641,0.0024224632912593007,8536,Electrical switching or circuit protection apparatus,Postal-friendly core goods
36,2023,8543,53124.098,47495304.641,0.001118512627754386,8543,Electrical machines and apparatus with individual functions,High-value expansion goods
36,2023,8544,7513190.016,47495304.641,0.1581880582257449,8544,"Insulated wire, cable and conductors",High-value expansion goods
36,2024,1901,1978658.738,52704087.239,0.03754279490748549,1901,Malt extract and food preparations of flour/starch/milk,Postal-friendly core goods
36,2024,1902,15842706.677,52704087.239,0.30059730671659757,1902,"Pasta, whether or not cooked or stuffed",Postal-friendly core goods
36,2024,1904,3089948.5,52704087.239,0.05862825184672771,1904,Prepared foods obtained by swelling or roasting cereals,Postal-friendly core goods
36,2024,1905,3154980.821,52704087.239,0.05986216603454192,1905,"Bread, pastry, cakes, biscuits and other bakers' wares",Postal-friendly core goods
36,2024,2101,1286971.81,52704087.239,0.024418823613506505,2101,"Coffee, tea or mate extracts and concentrates",High-value expansion goods
36,2024,2103,6374276.97,52704087.239,0.12094464213172368,2103,"Sauces, mixed condiments and seasonings",Postal-friendly core goods
36,2024,2104,558546.14,52704087.239,0.010597776553213633,2104,"Soups, broths and preparations therefor",High-value expansion goods
36,2024,2106,1681846.7,52704087.239,0.031911124698417434,2106,Food preparations not elsewhere specified,High-value expansion goods
36,2024,3004,96554.88,52704087.239,0.001832018825449865,3004,Medicaments in measured doses or retail sale,High-value expansion goods
36,2024,3005,85121.157,52704087.239,0.0016150769600466964,3005,"Wadding, gauze, bandages and similar medical articles",Postal-friendly core goods
36,2024,3006,5707.129,52704087.239,0.00010828626960409316,3006,Pharmaceutical goods,Postal-friendly core goods
36,2024,3303,2352.912,52704087.239,4.464382409907084e-05,3303,Perfumes and toilet waters,Apparel growth / volatile
36,2024,3304,4149807.682,52704087.239,0.07873787213469136,3304,"Beauty, make-up and skin-care preparations",Postal-friendly core goods
36,2024,3305,361822.398,52704087.239,0.006865167711931428,3305,Hair preparations,Postal-friendly core goods
36,2024,3306,179759.903,52704087.239,0.0034107393262468107,3306,Oral or dental hygiene preparations,High-value expansion goods
36,2024,3307,812566.776,52704087.239,0.015417528669365065,3307,"Shaving, deodorant, bath and perfumery preparations",Postal-friendly core goods
36,2024,3923,1303695.612,52704087.239,0.024736138699984745,3923,Plastic packing and conveyance articles,Postal-friendly core goods
36,2024,3924,776772.6,52704087.239,0.014738374966585198,3924,"Plastic tableware, kitchenware and household articles",High-value expansion goods
36,2024,3926,2468363.525,52704087.239,0.0468343852310084,3926,Other articles of plastics,Postal-friendly core goods
36,2024,4901,242474.345,52704087.239,0.004600674401217477,4901,"Printed books, brochures and similar printed matter",Postal-friendly core goods
36,2024,4902,1807.904,52704087.239,3.4302918325890034e-05,4902,"Newspapers, journals and periodicals",High-value expansion goods
36,2024,4903,2683.891,52704087.239,5.092377347944986e-05,4903,"Children's picture, drawing or colouring books",Apparel growth / volatile
36,2024,4909,4193.064,52704087.239,7.955861147894455e-05,4909,Printed postcards and greeting cards,High-value expansion goods
36,2024,4911,38589.137,52704087.239,0.0007321849029470487,4911,Other printed matter,High-value expansion goods
36,2024,6101,764.709,52704087.239,1.4509481902840548e-05,6101,"Men's or boys' overcoats, knitted or crocheted",Apparel growth / volatile
36,2024,6102,1928.616,52704087.239,3.659329097673589e-05,6102,"Women's or girls' overcoats, knitted or crocheted",Low-growth / niche goods
36,2024,6103,2534.143,52704087.239,4.808247581460406e-05,6103,"Men's or boys' suits and ensembles, knitted or crocheted",Apparel growth / volatile
36,2024,6104,11776.627,52704087.239,0.0002234480780702246,6104,"Women's or girls' suits and ensembles, knitted or crocheted",High-value expansion goods
36,2024,6105,1333.123,52704087.239,2.529448985530509e-05,6105,"Men's or boys' shirts, knitted or crocheted",Apparel growth / volatile
36,2024,6106,90847.649,52704087.239,0.0017237306205119991,6106,"Women's or girls' blouses and shirts, knitted or crocheted",Apparel growth / volatile
36,2024,6107,1356.413,52704087.239,2.5736391066768743e-05,6107,"Men's or boys' underpants, nightshirts and similar articles",Low-growth / niche goods
36,2024,6108,462.793,52704087.239,8.780969830695448e-06,6108,"Women's or girls' slips, panties, nightdresses and similar articles",Apparel growth / volatile
36,2024,6109,58886.529,52704087.239,0.001117304787633721,6109,"T-shirts, singlets and other vests, knitted or crocheted",High-value expansion goods
36,2024,6110,15795.466,52704087.239,0.00029970096870042485,6110,"Jerseys, pullovers, cardigans and similar articles",High-value expansion goods
36,2024,6111,173.316,52704087.239,3.2884736095334468e-06,6111,"Babies' garments and clothing accessories, knitted or crocheted",Premium anomaly goods
36,2024,6112,105.655,52704087.239,2.0046832330267045e-06,6112,"Track suits, ski suits and swimwear, knitted or crocheted",Apparel growth / volatile
36,2024,6113,0.8,52704087.239,1.5179088414380424e-08,6113,Garments made up of knitted or crocheted fabrics,Low-growth / niche goods
36,2024,6114,856.646,52704087.239,1.6253881717281664e-05,6114,"Other garments, knitted or crocheted",Apparel growth / volatile
36,2024,6115,35244.109,52704087.239,0.000668716808246326,6115,"Pantyhose, socks and other hosiery",High-value expansion goods
36,2024,6116,111540.526,52704087.239,0.002116354382425623,6116,"Gloves, mittens and mitts, knitted or crocheted",Low-growth / niche goods
36,2024,6117,3823.059,52704087.239,7.253818821799101e-05,6117,"Other made up clothing accessories, knitted or crocheted",Low-growth / niche goods
36,2024,6201,4351.498,52704087.239,8.256471609624947e-05,6201,Men's or boys' overcoats and similar coats,Apparel growth / volatile
36,2024,6202,4048.583,52704087.239,7.681724913744693e-05,6202,Women's or girls' overcoats and similar coats,Apparel growth / volatile
36,2024,6203,2643.132,52704087.239,5.01504178985977e-05,6203,"Men's or boys' suits, ensembles and trousers",Apparel growth / volatile
36,2024,6204,26095.122,52704087.239,0.0004951252050275546,6204,"Women's or girls' suits, ensembles, dresses and skirts",High-value expansion goods
36,2024,6205,1850.083,52704087.239,3.510321678867772e-05,6205,Men's or boys' shirts,Low-growth / niche goods
36,2024,6206,2842.561,52704087.239,5.393435592783704e-05,6206,Women's or girls' blouses and shirts,Low-growth / niche goods
36,2024,6207,45.739,52704087.239,8.678454062316826e-07,6207,"Men's or boys' singlets, underpants and similar articles",Low-growth / niche goods
36,2024,6208,1616.423,52704087.239,3.066978454004756e-05,6208,"Women's or girls' singlets, slips and similar articles",Apparel growth / volatile
36,2024,6209,1259.74,52704087.239,2.3902131048914493e-05,6209,Babies' garments and clothing accessories,Premium anomaly goods
36,2024,6210,1215.641,52704087.239,2.3065402773932293e-05,6210,Garments made up of felt or nonwovens,Apparel growth / volatile
36,2024,6211,7158.847,52704087.239,0.00013583096444752754,6211,"Track suits, ski suits, swimwear and other garments",High-value expansion goods
36,2024,6212,133.897,52704087.239,2.5405430017753694e-06,6212,"Brassieres, girdles, corsets and similar articles",Apparel growth / volatile
36,2024,6213,23.347,52704087.239,4.429827215131747e-07,6213,Handkerchiefs,Low-growth / niche goods
36,2024,6214,268.813,52704087.239,5.100420367418556e-06,6214,"Shawls, scarves, mufflers and similar articles",Apparel growth / volatile
36,2024,6215,67.509,52704087.239,1.28090634970801e-06,6215,"Ties, bow ties and cravats",Apparel growth / volatile
36,2024,6216,5834.426,52704087.239,0.0001107015851264499,6216,"Gloves, mittens and mitts",Apparel growth / volatile
36,2024,6217,212.134,52704087.239,4.02500092712022e-06,6217,Other made up clothing accessories,High-value expansion goods
36,2024,8517,123869.748,52704087.239,0.0023502873209487784,8517,Telephone sets and communication apparatus,High-value expansion goods
36,2024,8523,79198.736,52704087.239,0.0015027057700639672,8523,Storage media and recording media,High-value expansion goods
36,2024,8525,137272.147,52704087.239,0.002604582570181033,8525,Transmission apparatus for radio or television,High-value expansion goods
36,2024,8526,8759.479,52704087.239,0.00016620113275613575,8526,Radar and radio navigational apparatus,High-value expansion goods
36,2024,8527,1693.835,52704087.239,3.213858903046508e-05,8527,Radio-broadcast receivers,Low-growth / niche goods
36,2024,8528,304299.756,52704087.239,0.005773741125997987,8528,"Monitors, projectors and television receivers",High-value expansion goods
36,2024,8536,117839.162,52704087.239,0.0022358638233431222,8536,Electrical switching or circuit protection apparatus,Postal-friendly core goods
36,2024,8543,156390.325,52704087.239,0.0029673282129108617,8543,Electrical machines and apparatus with individual functions,High-value expansion goods
36,2024,8544,6877457.106,52704087.239,0.13049191184760364,8544,"Insulated wire, cable and conductors",High-value expansion goods
40,2018,1901,56936.9,2479679.208,0.022961397513157678,1901,Malt extract and food preparations of flour/starch/milk,Postal-friendly core goods
40,2018,1902,344435.4,2479679.208,0.13890320928964292,1902,"Pasta, whether or not cooked or stuffed",Postal-friendly core goods
40,2018,1904,55928.3,2479679.208,0.02255465135149853,1904,Prepared foods obtained by swelling or roasting cereals,Postal-friendly core goods
40,2018,1905,54381.37,2479679.208,0.02193080855965301,1905,"Bread, pastry, cakes, biscuits and other bakers' wares",Postal-friendly core goods
40,2018,2101,282.22,2479679.208,0.00011381310900599366,2101,"Coffee, tea or mate extracts and concentrates",High-value expansion goods
40,2018,2103,370321.01,2479679.208,0.14934230557132613,2103,"Sauces, mixed condiments and seasonings",Postal-friendly core goods
40,2018,2104,1240.5,2479679.208,0.0005002663231590076,2104,"Soups, broths and preparations therefor",High-value expansion goods
40,2018,2106,67137.0,2479679.208,0.02707487314625255,2106,Food preparations not elsewhere specified,High-value expansion goods
40,2018,3004,6222.2,2479679.208,0.002509276191825858,3004,Medicaments in measured doses or retail sale,High-value expansion goods
40,2018,3005,1289.0,2479679.208,0.0005198253047577273,3005,"Wadding, gauze, bandages and similar medical articles",Postal-friendly core goods
40,2018,3006,2760.12,2479679.208,0.001113095593613575,3006,Pharmaceutical goods,Postal-friendly core goods
40,2018,3304,13470.33,2479679.208,0.005432287352550161,3304,"Beauty, make-up and skin-care preparations",Postal-friendly core goods
40,2018,3305,51.3,2479679.208,2.068815991782111e-05,3305,Hair preparations,Postal-friendly core goods
40,2018,3307,2657.68,2479679.208,0.00107178379825331,3307,"Shaving, deodorant, bath and perfumery preparations",Postal-friendly core goods
40,2018,3923,323887.33,2479679.208,0.13061662530986548,3923,Plastic packing and conveyance articles,Postal-friendly core goods
40,2018,3924,8029.75,2479679.208,0.003238221288501444,3924,"Plastic tableware, kitchenware and household articles",High-value expansion goods
40,2018,3926,267144.43,2479679.208,0.10773346372310268,3926,Other articles of plastics,Postal-friendly core goods
40,2018,4901,17061.94,2479679.208,0.006880704546360013,4901,"Printed books, brochures and similar printed matter",Postal-friendly core goods
40,2018,4909,0.36,2479679.208,1.4518006959874463e-07,4909,Printed postcards and greeting cards,High-value expansion goods
40,2018,4911,2221.958,2479679.208,0.000896066714126354,4911,Other printed matter,High-value expansion goods
40,2018,6101,4.8,2479679.208,1.935734261316595e-06,6101,"Men's or boys' overcoats, knitted or crocheted",Apparel growth / volatile
40,2018,6103,8.67,2479679.208,3.4964200095031e-06,6103,"Men's or boys' suits and ensembles, knitted or crocheted",Apparel growth / volatile
40,2018,6104,45.1,2479679.208,1.818783649695384e-05,6104,"Women's or girls' suits and ensembles, knitted or crocheted",High-value expansion goods
40,2018,6105,135.0,2479679.208,5.444252609952924e-05,6105,"Men's or boys' shirts, knitted or crocheted",Apparel growth / volatile
40,2018,6109,48.35,2479679.208,1.9498489903053622e-05,6109,"T-shirts, singlets and other vests, knitted or crocheted",High-value expansion goods
40,2018,6110,14.0,2479679.208,5.645891595506736e-06,6110,"Jerseys, pullovers, cardigans and similar articles",High-value expansion goods
40,2018,6114,30.22,2479679.208,1.2187060286872396e-05,6114,"Other garments, knitted or crocheted",Apparel growth / volatile
40,2018,6115,11.85,2479679.208,4.778843957625344e-06,6115,"Pantyhose, socks and other hosiery",High-value expansion goods
40,2018,6116,226.3,2479679.208,9.126180486165532e-05,6116,"Gloves, mittens and mitts, knitted or crocheted",Low-growth / niche goods
40,2018,6117,41.69,2479679.208,1.6812658615476844e-05,6117,"Other made up clothing accessories, knitted or crocheted",Low-growth / niche goods
40,2018,6201,12.62,2479679.208,5.089367995378215e-06,6201,Men's or boys' overcoats and similar coats,Apparel growth / volatile
40,2018,6202,46.26,2479679.208,1.8655638943438685e-05,6202,Women's or girls' overcoats and similar coats,Apparel growth / volatile
40,2018,6203,10.46,2479679.208,4.218287577785748e-06,6203,"Men's or boys' suits, ensembles and trousers",Apparel growth / volatile
40,2018,6204,162.01,2479679.208,6.533506409914615e-05,6204,"Women's or girls' suits, ensembles, dresses and skirts",High-value expansion goods
40,2018,6205,13.0,2479679.208,5.242613624399112e-06,6205,Men's or boys' shirts,Low-growth / niche goods
40,2018,6210,5.0,2479679.208,2.01638985553812e-06,6210,Garments made up of felt or nonwovens,Apparel growth / volatile
40,2018,6211,21.8,2479679.208,8.791459770146203e-06,6211,"Track suits, ski suits, swimwear and other garments",High-value expansion goods
40,2018,6213,234.34,2479679.208,9.45041597493606e-05,6213,Handkerchiefs,Low-growth / niche goods
40,2018,6214,68.19,2479679.208,2.749952484982888e-05,6214,"Shawls, scarves, mufflers and similar articles",Apparel growth / volatile
40,2018,6215,25.03,2479679.208,1.009404761682383e-05,6215,"Ties, bow ties and cravats",Apparel growth / volatile
40,2018,6216,68.0,2479679.208,2.742290203531843e-05,6216,"Gloves, mittens and mitts",Apparel growth / volatile
40,2018,6217,0.5,2479679.208,2.01638985553812e-07,6217,Other made up clothing accessories,High-value expansion goods
40,2018,8517,8475.54,2479679.208,0.0034179985752415118,8517,Telephone sets and communication apparatus,High-value expansion goods
40,2018,8523,38590.71,2479679.208,0.015562783232402696,8523,Storage media and recording media,High-value expansion goods
40,2018,8525,3206.52,2479679.208,0.0012931188799160185,8525,Transmission apparatus for radio or television,High-value expansion goods
40,2018,8526,274931.3,2479679.208,0.1108737368579815,8526,Radar and radio navigational apparatus,High-value expansion goods
40,2018,8527,275306.7,2479679.208,0.11102512740833531,8527,Radio-broadcast receivers,Low-growth / niche goods
40,2018,8528,116733.22,2479679.208,0.047075936122459916,8528,"Monitors, projectors and television receivers",High-value expansion goods
40,2018,8536,51269.84,2479679.208,0.020675997054212504,8536,Electrical switching or circuit protection apparatus,Postal-friendly core goods
40,2018,8543,30958.76,2479679.208,0.012484985920807865,8543,Electrical machines and apparatus with individual functions,High-value expansion goods
40,2018,8544,83514.33,2479679.208,0.03367948956081258,8544,"Insulated wire, cable and conductors",High-value expansion goods
40,2019,1901,77207.74,1970938.919,0.039173075966845834,1901,Malt extract and food preparations of flour/starch/milk,Postal-friendly core goods
40,2019,1902,466751.1,1970938.919,0.23681662353941269,1902,"Pasta, whether or not cooked or stuffed",Postal-friendly core goods
40,2019,1904,30212.06,1970938.919,0.01532876524419578,1904,Prepared foods obtained by swelling or roasting cereals,Postal-friendly core goods
40,2019,1905,118407.16,1970938.919,0.06007652437046427,1905,"Bread, pastry, cakes, biscuits and other bakers' wares",Postal-friendly core goods
40,2019,2101,1955.28,1970938.919,0.0009920550967617277,2101,"Coffee, tea or mate extracts and concentrates",High-value expansion goods
