partnerCode,prev_year,year,year_pair,ctry_hs_js_similarity,ctry_hs_js_distance,ctry_common_hs_count,ctry_new_hs_count,ctry_lost_hs_count,ctry_filtered_hs_count
72,2022,2023,2022-2023,0.06293847759916948,0.9370615224008305,4,2,7,13
72,2023,2024,2023-2024,0.06498642551994704,0.935013574480053,5,4,2,11
76,2018,2019,2018-2019,0.8442783380392493,0.15572166196075066,33,0,0,33
76,2019,2020,2019-2020,0.6089051276542896,0.3910948723457104,33,0,0,33
76,2020,2021,2020-2021,0.6563555051988036,0.3436444948011964,35,0,0,35
76,2021,2022,2021-2022,0.772317219089506,0.227682780910494,37,0,0,37
76,2022,2023,2022-2023,0.7827676626001292,0.2172323373998708,36,1,1,38
76,2023,2024,2023-2024,0.8718228974841751,0.12817710251582493,35,2,1,38
84,2018,2019,2018-2019,0.7131094872163098,0.28689051278369015,2,3,4,9
84,2019,2020,2019-2020,0.7289625458076752,0.27103745419232483,2,3,3,8
84,2020,2021,2020-2021,0.0019358484922326058,0.9980641515077674,2,1,4,7
84,2021,2022,2021-2022,0.00013784413036266319,0.9998621558696373,1,7,2,10
84,2022,2023,2022-2023,0.42044761013210685,0.5795523898678931,5,7,2,14
84,2023,2024,2023-2024,0.30408768345565973,0.6959123165443403,2,1,11,14
90,2018,2019,2018-2019,0.14553704877069484,0.8544629512293052,5,4,3,12
90,2019,2020,2019-2020,0.321917234104799,0.678082765895201,9,10,0,19
90,2020,2021,2020-2021,0.34367143557324675,0.6563285644267532,16,6,4,26
90,2021,2022,2021-2022,0.4719140552772152,0.5280859447227848,14,0,8,22
90,2022,2023,2022-2023,0.4625979319010487,0.5374020680989513,4,2,8,14
90,2023,2024,2023-2024,0.4981819894661107,0.5018180105338893,7,3,0,10
92,2018,2019,2018-2019,0.0029984577607009566,0.997001542239299,1,2,0,3
92,2019,2020,2019-2020,1.1102230246251565e-16,0.9999999999999999,0,2,3,5
92,2020,2021,2020-2021,1.1102230246251565e-16,0.9999999999999999,0,1,2,3
92,2021,2023,2021-2023,0.06522400997908828,0.9347759900209117,1,2,0,3
92,2023,2024,2023-2024,0.5100734889765444,0.48992651102345564,3,4,0,7
96,2018,2019,2018-2019,0.7579219651841756,0.24207803481582435,26,1,2,29
96,2019,2020,2019-2020,0.4516521605456506,0.5483478394543494,25,3,1,29
96,2020,2021,2020-2021,0.8815979822083656,0.1184020177916344,21,0,1,22
96,2021,2022,2021-2022,0.8673291309408644,0.1326708690591356,24,1,1,26
96,2022,2023,2022-2023,0.399559778839909,0.600440221160091,25,1,1,27
96,2023,2024,2023-2024,0.8129106275587032,0.18708937244129675,26,0,0,26
100,2018,2019,2018-2019,0.6701086232518341,0.32989137674816593,21,3,2,26
100,2019,2020,2019-2020,0.35020396706187495,0.649796032938125,24,3,2,29
100,2020,2021,2020-2021,0.7378377012677757,0.2621622987322243,26,1,0,27
100,2021,2022,2021-2022,0.6833744820911783,0.31662551790882165,28,1,1,30
100,2022,2023,2022-2023,0.81216831959836,0.18783168040164,27,2,2,31
100,2023,2024,2023-2024,0.7680490349873523,0.23195096501264767,27,0,0,27
104,2018,2019,2018-2019,0.8632950287078174,0.13670497129218262,33,1,4,38
104,2019,2020,2019-2020,0.8384656114362972,0.16153438856370284,35,2,0,37
104,2020,2021,2020-2021,0.6588157111673039,0.34118428883269614,33,0,3,36
104,2021,2022,2021-2022,0.8031433201069829,0.19685667989301714,33,2,0,35
104,2022,2023,2022-2023,0.8802369909613948,0.11976300903860515,38,1,1,40
104,2023,2024,2023-2024,0.7400336633414001,0.2599663366585999,32,1,4,37
108,2018,2019,2018-2019,0.7234809300442258,0.27651906995577424,2,7,1,10
108,2019,2020,2019-2020,0.913853367955713,0.08614663204428696,3,0,6,9
108,2020,2021,2020-2021,0.811336384306493,0.18866361569350698,2,3,1,6
108,2021,2022,2021-2022,0.8221999019841967,0.17780009801580332,3,6,2,11
108,2022,2023,2022-2023,0.922718449729227,0.07728155027077299,4,0,5,9
108,2023,2024,2023-2024,0.8715896090683901,0.12841039093160989,3,5,2,10
112,2018,2019,2018-2019,0.6818899974901456,0.31811000250985444,19,3,1,23
112,2019,2020,2019-2020,0.6909341105661418,0.30906588943385815,20,0,3,23
112,2020,2021,2020-2021,0.6526969835276222,0.3473030164723778,18,1,1,20
112,2021,2022,2021-2022,0.7080699881245334,0.29193001187546663,17,0,2,19
112,2022,2023,2022-2023,0.7192908803004388,0.28070911969956125,13,0,0,13
112,2023,2024,2023-2024,0.643030039257098,0.356969960742902,14,4,0,18
116,2018,2019,2018-2019,0.8465659804187273,0.15343401958127267,40,1,0,41
116,2019,2020,2019-2020,0.8326452968816802,0.1673547031183198,33,1,2,36
116,2020,2021,2020-2021,0.8575730185046427,0.14242698149535726,35,1,1,37
116,2021,2022,2021-2022,0.8686778458692261,0.13132215413077386,36,0,0,36
116,2022,2023,2022-2023,0.7882608886289282,0.21173911137107182,38,2,0,40
116,2023,2024,2023-2024,0.8579095655424451,0.14209043445755487,42,1,0,43
120,2018,2019,2018-2019,0.6050071281475331,0.3949928718524669,17,6,3,26
120,2019,2020,2019-2020,0.36033762873105657,0.6396623712689434,17,3,6,26
120,2020,2021,2020-2021,0.24881901834119546,0.7511809816588045,15,5,4,24
120,2021,2022,2021-2022,0.6250430390127208,0.37495696098727915,17,1,5,23
120,2022,2023,2022-2023,0.5709125668130143,0.4290874331869857,16,2,2,20
120,2023,2024,2023-2024,0.8468411056274381,0.15315889437256192,16,3,3,22
124,2018,2019,2018-2019,0.9120748400316804,0.08792515996831962,42,0,0,42
124,2019,2020,2019-2020,0.8888200122015031,0.11117998779849692,48,0,0,48
124,2020,2021,2020-2021,0.898750179084809,0.10124982091519097,47,0,0,47
124,2021,2022,2021-2022,0.8954558115258227,0.10454418847417735,46,0,0,46
124,2022,2023,2022-2023,0.8509742780646539,0.14902572193534613,43,0,0,43
124,2023,2024,2023-2024,0.8759028597180254,0.1240971402819746,42,0,0,42
132,2018,2019,2018-2019,0.8060281283141406,0.1939718716858594,2,2,0,4
132,2019,2020,2019-2020,0.2583415376461188,0.7416584623538812,3,2,2,7
132,2020,2021,2020-2021,0.0006779502636922174,0.9993220497363078,1,5,4,10
132,2021,2022,2021-2022,0.03761420137200333,0.9623857986279967,2,4,4,10
132,2022,2023,2022-2023,0.057878417505900615,0.9421215824940994,1,1,5,7
132,2023,2024,2023-2024,0.10690129834460427,0.8930987016553957,1,3,1,5
136,2018,2019,2018-2019,0.5702877959162151,0.42971220408378485,2,4,1,7
136,2019,2020,2019-2020,0.5692934420560211,0.43070655794397894,2,1,4,7
136,2020,2021,2020-2021,0.9677477635040385,0.03225223649596154,2,0,1,3
136,2021,2022,2021-2022,0.03840790866943822,0.9615920913305618,2,4,0,6
136,2022,2023,2022-2023,0.37250692040475497,0.627493079595245,2,2,4,8
136,2023,2024,2023-2024,0.49326520034094,0.50673479965906,2,2,2,6
140,2018,2019,2018-2019,0.7462179558089103,0.25378204419108974,1,4,2,7
140,2019,2020,2019-2020,0.24260376943461115,0.7573962305653889,3,3,2,8
140,2020,2021,2020-2021,0.24617990110262145,0.7538200988973786,2,3,4,9
140,2021,2022,2021-2022,0.7676356462922573,0.23236435370774267,1,2,4,7
140,2022,2023,2022-2023,0.9328336325901592,0.06716636740984083,1,1,2,4
140,2023,2024,2023-2024,0.8173507751756826,0.18264922482431745,2,7,0,9
144,2018,2019,2018-2019,0.6189393420088004,0.3810606579911996,31,2,2,35
144,2019,2020,2019-2020,0.6604054697514727,0.33959453024852726,27,1,6,34
144,2020,2021,2020-2021,0.43151714326015267,0.5684828567398473,27,2,1,30
144,2021,2022,2021-2022,0.4905420588864394,0.5094579411135606,30,1,1,32
144,2022,2023,2022-2023,0.5785338473117863,0.42146615268821375,24,2,3,29
144,2023,2024,2023-2024,0.8251627844997826,0.17483721550021736,30,1,1,32
148,2018,2019,2018-2019,0.8360671770851419,0.1639328229148581,1,1,0,2
148,2019,2020,2019-2020,0.07841062501433338,0.9215893749856666,1,1,1,3
148,2020,2021,2020-2021,0.0,1.0,0,3,2,5
148,2021,2022,2021-2022,0.9292455658342196,0.07075443416578042,1,1,2,4
148,2022,2023,2022-2023,0.8027796845388266,0.19722031546117336,2,2,0,4
148,2023,2024,2023-2024,0.7984190994773789,0.20158090052262112,1,0,3,4
152,2018,2019,2018-2019,0.7724884740366526,0.22751152596334745,38,0,1,39
152,2019,2020,2019-2020,0.8498896043255889,0.1501103956744111,34,0,0,34
152,2020,2021,2020-2021,0.733907774003935,0.26609222599606497,39,1,0,40
152,2021,2022,2021-2022,0.8492445878831951,0.15075541211680488,42,1,0,43
152,2022,2023,2022-2023,0.7662192074874392,0.2337807925125608,41,0,1,42
152,2023,2024,2023-2024,0.7975611514473775,0.2024388485526225,37,1,0,38
156,2018,2019,2018-2019,0.9265093754402941,0.0734906245597059,48,0,0,48
156,2019,2020,2019-2020,0.9116251543923043,0.0883748456076957,49,0,0,49
156,2020,2021,2020-2021,0.9313048655819042,0.06869513441809583,48,0,0,48
156,2021,2022,2021-2022,0.8905155213118844,0.10948447868811562,48,0,0,48
156,2022,2023,2022-2023,0.9133731125473141,0.08662688745268587,50,0,0,50
156,2023,2024,2023-2024,0.9295001691932339,0.07049983080676614,52,0,0,52
170,2018,2019,2018-2019,0.7303213443585801,0.2696786556414199,33,3,1,37
170,2019,2020,2019-2020,0.7942382897071597,0.2057617102928403,35,1,1,37
170,2020,2021,2020-2021,0.730823487655824,0.26917651234417606,32,0,1,33
170,2021,2022,2021-2022,0.7379373614413745,0.26206263855862555,31,1,0,32
170,2022,2023,2022-2023,0.7280402535378856,0.2719597464621144,32,1,0,33
170,2023,2024,2023-2024,0.7092523202593606,0.2907476797406394,28,0,1,29
174,2018,2021,2018-2021,0.5429296334966778,0.4570703665033222,1,0,1,2
174,2021,2022,2021-2022,0.277258041950864,0.722741958049136,1,1,0,2
174,2022,2023,2022-2023,0.6097261854511251,0.3902738145488749,1,0,1,2
178,2018,2019,2018-2019,0.5820093593884539,0.4179906406115461,9,2,4,15
178,2019,2020,2019-2020,0.13773406979524883,0.8622659302047512,10,8,3,21
178,2020,2021,2020-2021,0.12716937830913866,0.8728306216908613,12,1,7,20
178,2021,2022,2021-2022,0.5209439404380856,0.47905605956191444,11,2,3,16
178,2022,2023,2022-2023,0.7095926030223598,0.2904073969776402,12,3,2,17
178,2023,2024,2023-2024,0.7172821206857938,0.2827178793142062,11,0,3,14
180,2018,2019,2018-2019,0.3099257035799411,0.6900742964200589,7,11,0,18
180,2019,2020,2019-2020,0.43127885229537744,0.5687211477046226,11,5,7,23
180,2020,2021,2020-2021,0.06970288862700647,0.9302971113729935,9,6,7,22
180,2021,2022,2021-2022,0.1175573113311924,0.8824426886688076,10,4,5,19
180,2022,2023,2022-2023,0.5020380389436662,0.49796196105633383,8,3,6,17
180,2023,2024,2023-2024,0.428136448649695,0.571863551350305,7,2,4,13
184,2018,2019,2018-2019,1.0,0.0,1,0,0,1
184,2019,2020,2019-2020,0.985774081085479,0.014225918914520963,1,1,0,2
184,2020,2022,2020-2022,0.0,1.0,0,1,2,3
184,2022,2023,2022-2023,0.04858364019136174,0.9514163598086383,1,1,0,2
184,2023,2024,2023-2024,0.0024191276534973882,0.9975808723465026,1,3,1,5
188,2018,2019,2018-2019,0.7335252410169115,0.2664747589830885,19,3,1,23
188,2019,2020,2019-2020,0.6874505114459224,0.3125494885540776,20,4,2,26
188,2020,2021,2020-2021,0.7684335054106116,0.23156649458938838,22,1,2,25
188,2021,2022,2021-2022,0.773205272999026,0.22679472700097403,23,3,0,26
188,2022,2023,2022-2023,0.6769073971068122,0.32309260289318775,28,1,0,29
188,2023,2024,2023-2024,0.8698293374012993,0.1301706625987007,26,1,3,30
191,2018,2019,2018-2019,0.4574725603417159,0.5425274396582841,25,5,1,31
191,2019,2020,2019-2020,0.37668464097813503,0.623315359021865,24,2,7,33
191,2020,2021,2020-2021,0.5969596016174423,0.4030403983825577,26,1,1,28
191,2021,2022,2021-2022,0.2951619044304894,0.7048380955695106,24,2,2,28
191,2022,2023,2022-2023,0.30445007607317665,0.6955499239268234,26,8,1,35
191,2023,2024,2023-2024,0.6576403372545823,0.34235966274541774,29,1,7,37
192,2018,2019,2018-2019,0.7979802417374605,0.20201975826253948,7,0,3,10
192,2019,2020,2019-2020,0.16375294241737004,0.83624705758263,4,0,3,7
192,2020,2021,2020-2021,0.03657540391961167,0.9634245960803883,3,1,0,4
192,2021,2022,2021-2022,0.0021475524355425435,0.9978524475644575,3,3,1,7
192,2022,2023,2022-2023,0.10333133048945686,0.8966686695105431,1,2,5,8
192,2023,2024,2023-2024,0.003219667892040756,0.9967803321079592,1,7,2,10
196,2018,2019,2018-2019,0.1755659150328751,0.8244340849671249,21,4,1,26
196,2019,2020,2019-2020,0.09773364459876133,0.9022663554012387,23,7,2,32
196,2020,2021,2020-2021,0.8235842255481375,0.17641577445186252,28,5,2,35
196,2021,2022,2021-2022,0.66202093543269,0.33797906456731,28,4,3,35
196,2022,2023,2022-2023,0.6527751401060813,0.3472248598939187,29,4,1,34
196,2023,2024,2023-2024,0.6011832475635425,0.39881675243645753,31,1,2,34
203,2018,2019,2018-2019,0.8257281617077301,0.1742718382922699,33,1,0,34
203,2019,2020,2019-2020,0.7692959113381517,0.23070408866184833,33,0,0,33
203,2020,2021,2020-2021,0.8613039310382811,0.13869606896171893,31,1,1,33
203,2021,2022,2021-2022,0.8395132953060909,0.16048670469390913,32,0,1,33
203,2022,2023,2022-2023,0.8971035811528476,0.1028964188471524,32,0,0,32
203,2023,2024,2023-2024,0.8272960325726118,0.17270396742738825,32,0,0,32
204,2018,2019,2018-2019,0.716819888992015,0.283180111007985,4,0,9,13
204,2019,2020,2019-2020,0.40500013543845104,0.594999864561549,4,2,1,7
204,2020,2021,2020-2021,0.6151208577981352,0.3848791422018648,5,12,1,18
204,2021,2022,2021-2022,0.7444976708150034,0.2555023291849966,7,1,10,18
204,2022,2023,2022-2023,0.47596739983845093,0.5240326001615491,7,10,0,17
204,2023,2024,2023-2024,0.5322881195335784,0.46771188046642165,7,1,9,17
208,2018,2019,2018-2019,0.2583650412536429,0.7416349587463571,40,4,0,44
208,2019,2020,2019-2020,0.7202429094253049,0.2797570905746951,46,1,1,48
208,2020,2021,2020-2021,0.2991725888751475,0.7008274111248525,43,0,0,43
208,2021,2022,2021-2022,0.8147955523771214,0.18520444762287858,37,0,0,37
208,2022,2023,2022-2023,0.9002746178655986,0.09972538213440141,35,0,0,35
208,2023,2024,2023-2024,0.7110540547086057,0.2889459452913943,36,1,0,37
212,2018,2019,2018-2019,0.37025657479125584,0.6297434252087442,6,3,7,16
212,2019,2020,2019-2020,0.78632833610346,0.21367166389654002,4,1,5,10
212,2020,2021,2020-2021,0.8139386470692798,0.18606135293072024,3,0,2,5
212,2021,2022,2021-2022,0.8409446272933362,0.1590553727066638,3,2,0,5
212,2022,2023,2022-2023,0.25472400977622356,0.7452759902237764,2,0,2,4
212,2023,2024,2023-2024,0.008977077626089014,0.991022922373911,1,4,1,6
214,2018,2019,2018-2019,0.8349718802426943,0.1650281197573057,28,2,0,30
214,2019,2020,2019-2020,0.7758276084734205,0.22417239152657953,28,2,2,32
214,2020,2021,2020-2021,0.7605557333364843,0.2394442666635157,30,1,0,31
214,2021,2022,2021-2022,0.6171145355903905,0.38288546440960947,30,0,0,30
214,2022,2023,2022-2023,0.5645014194646055,0.4354985805353945,29,0,1,30
214,2023,2024,2023-2024,0.7810122602632568,0.21898773973674324,26,0,1,27
218,2018,2019,2018-2019,0.7581166078965549,0.24188339210344512,23,0,1,24
218,2019,2020,2019-2020,0.7817551489607866,0.21824485103921343,22,1,1,24
218,2020,2021,2020-2021,0.8650758400996245,0.13492415990037554,23,2,0,25
218,2021,2022,2021-2022,0.8581573809652616,0.14184261903473838,25,1,1,27
218,2022,2023,2022-2023,0.8739624786315197,0.12603752136848034,25,3,0,28
218,2023,2024,2023-2024,0.8071123427947318,0.19288765720526824,26,0,1,27
222,2018,2019,2018-2019,0.8250645116306407,0.17493548836935935,16,3,2,21
222,2019,2020,2019-2020,0.8851933485033849,0.11480665149661506,17,3,2,22
222,2020,2021,2020-2021,0.8055769441093346,0.19442305589066544,17,3,3,23
222,2021,2022,2021-2022,0.7947972115269573,0.20520278847304274,17,2,3,22
222,2022,2023,2022-2023,0.8010596032543946,0.19894039674560537,16,1,2,19
222,2023,2024,2023-2024,0.8457951146854176,0.15420488531458243,17,2,0,19
226,2018,2019,2018-2019,0.00019527832775900755,0.999804721672241,2,0,2,4
226,2019,2020,2019-2020,0.010643580023780075,0.9893564199762199,2,3,0,5
226,2020,2021,2020-2021,0.04679703112000799,0.953202968879992,3,3,2,8
226,2021,2022,2021-2022,0.05807991060287321,0.9419200893971268,4,6,2,12
226,2022,2023,2022-2023,0.0569394761766393,0.9430605238233607,3,2,7,12
226,2023,2024,2023-2024,0.34530489195670944,0.6546951080432906,1,2,4,7
231,2018,2019,2018-2019,0.6926998262085435,0.30730017379145647,17,5,3,25
231,2019,2020,2019-2020,0.516876639714257,0.483123360285743,19,7,5,31
231,2020,2021,2020-2021,0.363203684855704,0.636796315144296,17,6,8,31
231,2021,2022,2021-2022,0.27401005080666596,0.725989949193334,16,5,7,28
231,2022,2023,2022-2023,0.42281980310325074,0.5771801968967493,18,4,2,24
231,2023,2024,2023-2024,0.27201353799237915,0.7279864620076208,17,3,7,27
232,2018,2019,2018-2019,0.0,1.0,0,1,3,4
232,2019,2020,2019-2020,0.0,1.0,0,1,1,2
232,2020,2021,2020-2021,1.0,0.0,1,0,0,1
232,2021,2022,2021-2022,0.9688548786934026,0.031145121306597412,1,1,0,2
232,2022,2023,2022-2023,0.9688548786934026,0.031145121306597412,1,0,1,2
232,2023,2024,2023-2024,0.0,1.0,0,2,1,3
233,2018,2019,2018-2019,0.7342134028024503,0.2657865971975497,23,0,3,26
233,2019,2020,2019-2020,0.8356262448904447,0.16437375510955532,22,1,0,23
233,2020,2021,2020-2021,0.8475199211077548,0.15248007889224524,22,0,0,22
233,2021,2022,2021-2022,0.8220154979998373,0.1779845020001627,21,1,0,22
233,2022,2023,2022-2023,0.8154700398424938,0.18452996015750622,26,1,0,27
233,2023,2024,2023-2024,0.8876499889000079,0.1123500110999921,26,1,0,27
234,2018,2019,2018-2019,0.028232312408047355,0.9717676875919526,1,1,0,2
234,2019,2020,2019-2020,0.47001865837638146,0.5299813416236185,1,1,1,3
234,2020,2021,2020-2021,1.1102230246251565e-16,0.9999999999999999,0,3,2,5
234,2021,2022,2021-2022,0.016483250895931056,0.9835167491040689,2,2,1,5
234,2022,2023,2022-2023,0.631961319613707,0.36803868038629295,3,3,1,7
234,2023,2024,2023-2024,0.02906854674495818,0.9709314532550418,4,3,2,9
238,2020,2021,2020-2021,0.7573286555357923,0.24267134446420768,1,0,2,3
238,2021,2023,2021-2023,0.0,1.0,0,1,1,2
238,2023,2024,2023-2024,0.0,1.0,0,1,1,2
239,2018,2020,2018-2020,0.0,1.0,0,1,1,2
239,2020,2021,2020-2021,1.0,0.0,1,0,0,1
239,2021,2023,2021-2023,0.9081796765889262,0.09182032341107382,1,1,0,2
239,2023,2024,2023-2024,1.1102230246251565e-16,0.9999999999999999,0,1,2,3
242,2018,2019,2018-2019,0.7032092872577872,0.2967907127422128,27,4,8,39
242,2019,2020,2019-2020,0.662838388614102,0.33716161138589795,25,2,6,33
242,2020,2021,2020-2021,0.5718894116099547,0.42811058839004534,25,6,3,34
242,2021,2022,2021-2022,0.6084571297621854,0.39154287023781464,30,6,1,37
242,2022,2023,2022-2023,0.6832634022865283,0.31673659771347173,32,1,5,38
242,2023,2024,2023-2024,0.5915298828472303,0.4084701171527697,30,3,3,36
246,2018,2019,2018-2019,0.7581669665548845,0.24183303344511553,31,4,1,36
246,2019,2020,2019-2020,0.8182924766704569,0.1817075233295431,33,2,4,39
246,2020,2021,2020-2021,0.7072538494760033,0.29274615052399666,35,0,0,35
246,2021,2022,2021-2022,0.6698503445705853,0.33014965542941466,31,1,0,32
246,2022,2023,2022-2023,0.7346079901486028,0.2653920098513972,35,0,1,36
246,2023,2024,2023-2024,0.5459854430962431,0.4540145569037569,36,0,0,36
251,2018,2019,2018-2019,0.8911545316044789,0.10884546839552112,42,0,0,42
251,2019,2020,2019-2020,0.8103592355776748,0.18964076442232525,42,0,0,42
251,2020,2021,2020-2021,0.898732553705725,0.10126744629427498,43,0,0,43
251,2021,2022,2021-2022,0.9093911896937146,0.09060881030628543,43,0,0,43
251,2022,2023,2022-2023,0.9068547040802606,0.09314529591973941,44,0,0,44
251,2023,2024,2023-2024,0.8046290519405638,0.19537094805943622,49,0,0,49
258,2018,2019,2018-2019,0.8296493459237867,0.1703506540762133,8,5,5,18
258,2019,2020,2019-2020,0.6954385709829359,0.30456142901706407,9,3,4,16
258,2020,2021,2020-2021,0.6163221775536776,0.3836778224463224,11,8,1,20
258,2021,2022,2021-2022,0.7535116170557873,0.24648838294421271,16,0,4,20
258,2022,2023,2022-2023,0.7537877889137665,0.24621221108623348,13,0,2,15
258,2023,2024,2023-2024,0.7933845736112143,0.20661542638878572,11,5,1,17
262,2018,2019,2018-2019,0.19843314744551233,0.8015668525544877,6,10,7,23
262,2019,2020,2019-2020,0.0041642606512897196,0.9958357393487103,9,4,8,21
262,2020,2021,2020-2021,0.005002654255504058,0.9949973457444959,7,5,5,17
262,2021,2022,2021-2022,0.034883844453469814,0.9651161555465302,7,7,5,19
262,2022,2023,2022-2023,0.6659614228133683,0.33403857718663166,12,2,2,16
262,2023,2024,2023-2024,0.26974724563259966,0.7302527543674003,7,2,9,18
266,2018,2019,2018-2019,0.6296281032700188,0.37037189672998116,10,2,3,15
266,2019,2020,2019-2020,0.2986791668090959,0.7013208331909041,10,5,1,16
266,2020,2021,2020-2021,0.21431210521739474,0.7856878947826053,8,3,6,17
266,2021,2022,2021-2022,0.7942105063047133,0.20578949369528665,8,4,3,15
266,2022,2023,2022-2023,0.43899967902426495,0.561000320975735,8,3,5,16
266,2023,2024,2023-2024,0.6644854481614214,0.3355145518385786,8,3,3,14
268,2018,2019,2018-2019,0.6850190191728546,0.31498098082714543,23,2,0,25
268,2019,2020,2019-2020,0.6331247177325161,0.3668752822674839,22,1,4,27
268,2020,2021,2020-2021,0.6445669728840959,0.3554330271159041,23,3,0,26
268,2021,2022,2021-2022,0.8640205770319155,0.13597942296808452,25,4,0,29
268,2022,2023,2022-2023,0.6940100521545827,0.30598994784541733,28,1,1,30
268,2023,2024,2023-2024,0.7867701767232438,0.21322982327675621,29,2,0,31
270,2018,2019,2018-2019,0.48880733604818805,0.511192663951812,8,3,3,14
270,2019,2020,2019-2020,0.07235258618456808,0.9276474138154319,2,1,9,12
270,2020,2021,2020-2021,0.03175121533626157,0.9682487846637384,2,5,1,8
270,2021,2022,2021-2022,0.553961647539851,0.446038352460149,3,0,4,7
270,2022,2023,2022-2023,0.040396865088364375,0.9596031349116356,3,6,0,9
270,2023,2024,2023-2024,0.7199042973146563,0.2800957026853437,5,2,4,11
275,2018,2019,2018-2019,0.30133606767231846,0.6986639323276815,4,1,1,6
275,2019,2020,2019-2020,0.6818228791308096,0.31817712086919037,4,1,1,6
275,2020,2021,2020-2021,0.3458932614838264,0.6541067385161736,5,5,0,10
275,2021,2022,2021-2022,0.5308579066046482,0.46914209339535184,6,1,4,11
275,2022,2023,2022-2023,0.17253085474046204,0.827469145259538,5,6,2,13
275,2023,2024,2023-2024,0.19765181008651345,0.8023481899134866,7,2,4,13
276,2018,2019,2018-2019,0.8072652862494795,0.19273471375052054,44,1,0,45
276,2019,2020,2019-2020,0.8886997088038505,0.11130029119614948,48,0,0,48
276,2020,2021,2020-2021,0.875934922176955,0.12406507782304499,47,0,0,47
276,2021,2022,2021-2022,0.8635978405392903,0.13640215946070966,43,0,0,43
276,2022,2023,2022-2023,0.8639281150666234,0.13607188493337663,48,0,0,48
276,2023,2024,2023-2024,0.7882575229528087,0.2117424770471913,46,0,0,46
288,2018,2019,2018-2019,0.6819879120237349,0.3180120879762651,28,4,1,33
288,2019,2020,2019-2020,0.5427925150137036,0.4572074849862964,29,4,4,37
288,2020,2021,2020-2021,0.5521756967782663,0.4478243032217337,31,4,3,38
288,2021,2022,2021-2022,0.6220073026517219,0.3779926973482781,28,5,1,34
288,2022,2023,2022-2023,0.5300554602558554,0.46994453974414463,30,2,3,35
288,2023,2024,2023-2024,0.6178831246375058,0.38211687536249417,25,2,4,31
292,2018,2019,2018-2019,0.03835522105672817,0.9616447789432718,1,3,0,4
292,2019,2020,2019-2020,0.7467461046005197,0.2532538953994803,3,4,1,8
292,2020,2021,2020-2021,0.06823670278966243,0.9317632972103376,3,4,4,11
292,2021,2022,2021-2022,0.10888285739312975,0.8911171426068702,7,7,0,14
292,2022,2023,2022-2023,0.13766944118364577,0.8623305588163542,8,3,6,17
292,2023,2024,2023-2024,0.5210321267402558,0.4789678732597442,10,3,1,14
296,2018,2019,2018-2019,0.7759063619900154,0.2240936380099846,10,0,3,13
296,2019,2020,2019-2020,0.7319569599285931,0.2680430400714069,8,2,2,12
296,2020,2021,2020-2021,0.7067502001757573,0.2932497998242427,9,3,0,12
296,2021,2022,2021-2022,0.7002059825449474,0.29979401745505263,9,1,2,12
296,2022,2023,2022-2023,0.6672812773889683,0.33271872261103175,8,5,1,14
296,2023,2024,2023-2024,0.7113754938872762,0.28862450611272383,11,2,3,16
300,2018,2019,2018-2019,0.8626608836830161,0.13733911631698392,31,2,0,33
300,2019,2020,2019-2020,0.6518497617931325,0.3481502382068675,33,0,0,33
300,2020,2021,2020-2021,0.7498143712881951,0.25018562871180494,31,0,1,32
300,2021,2022,2021-2022,0.6701800689727923,0.32981993102720775,32,1,0,33
300,2022,2023,2022-2023,0.7095765671250995,0.29042343287490047,32,1,1,34
300,2023,2024,2023-2024,0.7944650416947213,0.20553495830527868,32,0,0,32
304,2018,2019,2018-2019,0.16827201028862193,0.8317279897113781,2,4,3,9
304,2019,2020,2019-2020,0.5539463719594362,0.4460536280405638,2,1,4,7
304,2020,2021,2020-2021,0.016008417804636355,0.9839915821953636,1,9,2,12
304,2021,2022,2021-2022,0.26211837517653314,0.7378816248234669,8,5,2,15
304,2022,2023,2022-2023,0.1561962775080259,0.8438037224919741,9,7,4,20
304,2023,2024,2023-2024,0.6971502792506687,0.30284972074933125,13,3,3,19
308,2019,2020,2019-2020,0.49306687892547973,0.5069331210745203,1,0,1,2
308,2020,2021,2020-2021,0.0,1.0,0,4,1,5
308,2021,2022,2021-2022,0.0,1.0,0,1,4,5
308,2022,2023,2022-2023,0.0,1.0,0,2,1,3
308,2023,2024,2023-2024,0.8349712629916911,0.1650287370083089,1,0,1,2
316,2018,2019,2018-2019,0.7980027429190754,0.20199725708092464,25,0,0,25
316,2019,2020,2019-2020,0.8231382463536447,0.17686175364635526,26,2,1,29
316,2020,2021,2020-2021,0.7379807570364957,0.2620192429635043,29,0,0,29
316,2021,2022,2021-2022,0.8381534518813518,0.16184654811864818,32,0,0,32
316,2022,2023,2022-2023,0.7592241941313586,0.24077580586864145,34,0,0,34
316,2023,2024,2023-2024,0.7794376861913302,0.22056231380866975,32,0,0,32
320,2018,2019,2018-2019,0.6937516050134263,0.30624839498657375,29,5,3,37
320,2019,2020,2019-2020,0.7540259173909327,0.24597408260906728,32,1,2,35
320,2020,2021,2020-2021,0.579415971795114,0.42058402820488605,33,2,0,35
320,2021,2022,2021-2022,0.5794801068900393,0.42051989310996074,33,0,1,34
320,2022,2023,2022-2023,0.7852722832065582,0.21472771679344183,33,1,0,34
320,2023,2024,2023-2024,0.7192245455490063,0.2807754544509937,35,2,2,39
324,2018,2019,2018-2019,0.43299251572621034,0.5670074842737897,19,0,6,25
