cmdCode,avg_weight,volatility,recent_growth,growth_persistence,avg_unit_value,country_diversity,log_weight,log_unit_value,cluster,PC1,PC2,postal_hs_score,cmdCode_clean,hs_desc,_merge,cluster_name
6208,2697.914103985507,1.0422738041689061,10.0,0.31040372670807453,93.77012168221059,92,7.90060478738579,4.551454187455223,0,-1.3968758501563403,0.35704227491993057,0.407089552238806,6208,"Women's or girls' singlets, slips and similar articles",both,Apparel growth / volatile
3303,5231.678054761905,1.073637633410487,10.0,0.3106456043956044,51.317541248561156,104,8.562678482362676,3.9573317115599806,0,-1.127072203204373,0.4565348569206685,0.3895522388059701,3303,Perfumes and toilet waters,both,Apparel growth / volatile
6205,17183.198835474344,1.0733935545224984,4.563229618477774,0.3163713547434478,104.0421298162695,129,9.751745568207333,4.65436150602917,3,-0.8560493396196138,-0.9158536035479233,0.38320895522388054,6205,Men's or boys' shirts,both,Low-growth / niche goods
6117,28925.39674499244,0.9897191481282667,3.6226260060921796,0.3105442176870748,58.37247894168304,126,10.272509839400517,4.083830801523808,3,-0.556919311942311,-1.5088672668862608,0.3738805970149254,6117,"Other made up clothing accessories, knitted or crocheted",both,Low-growth / niche goods
6116,36941.7424447868,0.9361193469834215,3.9209137143151516,0.271724245253657,40.15559885916833,153,10.517124491516945,3.7173599776288664,3,-0.24751931424589094,-1.4710920573708264,0.3708955223880597,6116,"Gloves, mittens and mitts, knitted or crocheted",both,Low-growth / niche goods
6105,8182.587675568426,1.0690600340048326,10.0,0.2871943371943372,77.35489841009662,111,9.009885924589094,4.361248486440571,0,-1.1416899429798273,0.5470893332840159,0.3694029850746269,6105,"Men's or boys' shirts, knitted or crocheted",both,Apparel growth / volatile
6214,1956.253655610561,1.049518425394266,10.0,0.26404997642621403,153.39387343030228,101,7.579297573514245,5.0395069569478546,0,-1.7743833287903914,0.4752266845885716,0.3656716417910448,6214,"Shawls, scarves, mufflers and similar articles",both,Apparel growth / volatile
6210,4868.739089574315,1.2572693874765235,10.0,0.2803030303030303,73.7388248287823,132,8.490795639605366,4.313999700476168,0,-1.6032421773673506,1.1713848416094377,0.3623134328358209,6210,Garments made up of felt or nonwovens,both,Apparel growth / volatile
6101,3744.4018358874464,1.1381456645575088,10.0,0.2966017316017316,94.2734168321535,110,8.22828418949755,4.556750829798494,0,-1.4868314499000232,0.7375640142925914,0.35820895522388063,6101,"Men's or boys' overcoats, knitted or crocheted",both,Apparel growth / volatile
6217,186107.7323188043,1.0381760698731117,8.534197479993423,0.28263816475495307,38.80445464089521,137,12.134086364252795,3.683978831677817,1,-0.056830290161027475,0.1767454846591633,0.3436567164179104,6217,Other made up clothing accessories,both,High-value expansion goods
6202,6241.918155831316,1.0672463416417899,6.99951018284413,0.2989911218724778,138.70914177444405,118,8.739203005225901,4.939562702736392,0,-1.2386589383605937,-0.25818424051759387,0.33955223880597013,6202,Women's or girls' overcoats and similar coats,both,Apparel growth / volatile
6216,1394.5586098694316,1.088506405663319,10.0,0.25998463901689706,42.51011905245163,124,7.241050051284283,3.7729935329378,0,-1.5821584008072385,0.5323578157659379,0.33507462686567163,6216,"Gloves, mittens and mitts",both,Apparel growth / volatile
6108,4326.018449197723,1.0404940295605882,10.0,0.2653726708074534,60.04347668966352,92,8.37263400395458,4.111586342917476,0,-1.5668996420311532,0.3112290653060923,0.3347014925373134,6108,"Women's or girls' slips, panties, nightdresses and similar articles",both,Apparel growth / volatile
6111,2591.018349122807,1.1777982135947467,10.0,0.233859649122807,421052703.17015487,95,7.8601921365839935,19.85826857186391,4,-3.961358982240262,2.7231201575386694,0.3022388059701493,6111,"Babies' garments and clothing accessories, knitted or crocheted",both,Premium anomaly goods
6215,165.74295287226002,1.0198687504220854,10.0,0.22607709750566893,127.82050767810875,63,5.116453422267063,4.8584200220992475,0,-2.9693108234835455,0.08138722515499928,0.29850746268656714,6215,"Ties, bow ties and cravats",both,Apparel growth / volatile
4903,3562.5482417647054,0.9272940877936926,10.0,0.21439775910364148,20.409781543898973,85,8.17851202459821,3.063847899088488,0,-1.625980975154279,-0.1918942975779037,0.27985074626865675,4903,"Children's picture, drawing or colouring books",both,Apparel growth / volatile
6212,1707.1749296788482,1.0533938977678818,10.0,0.2505537098560354,56.81701508127235,86,7.443180786948925,4.057283110926188,0,-1.9925634760842077,0.27692243956423873,0.27910447761194035,6212,"Brassieres, girdles, corsets and similar articles",both,Apparel growth / volatile
6106,17592.546352135494,1.1302921450781962,6.636375101600239,0.28735886107020125,191.60077483027672,97,9.775287429243273,5.260619522358408,0,-1.578620175163974,-0.2188012244086146,0.27761194029850744,6106,"Women's or girls' blouses and shirts, knitted or crocheted",both,Apparel growth / volatile
6112,639.5652683488613,1.0974428356281247,10.0,0.2303312629399586,123.0988267814417,92,6.462351018329128,4.821078238349933,0,-2.502890214198374,0.49757989521880097,0.2764925373134329,6112,"Track suits, ski suits and swimwear, knitted or crocheted",both,Apparel growth / volatile
8527,25002.586908214285,1.0609347138358056,3.197485831439185,0.2516269841269841,111.71773178471018,120,10.126774569887164,4.724886744825065,3,-1.3930862235363397,-1.3878430527728198,0.2503731343283582,8527,Radio-broadcast receivers,both,Low-growth / niche goods
6207,1530.9993531198686,1.0470685946526794,2.538383409107996,0.23825944170771757,175.13793028187638,87,7.334328928054931,5.171267382893132,3,-2.5686152979996146,-1.838992484992314,0.20746268656716418,6207,"Men's or boys' singlets, underpants and similar articles",both,Low-growth / niche goods
6113,363.351075487013,0.9844711505949172,2.50687279789248,0.19686147186147185,251.870868919423,44,5.89811789590832,5.532878958901371,3,-3.5774831439948893,-2.257049620892661,0.19328358208955224,6113,Garments made up of knitted or crocheted fabrics,both,Low-growth / niche goods
6107,6753.943426362593,1.0472823595618201,2.6819234093374886,0.23780837636259322,76.42889756596944,83,8.818029875283372,4.349360064482078,3,-2.1870605363479045,-1.8694399995224185,0.15746268656716417,6107,"Men's or boys' underpants, nightshirts and similar articles",both,Low-growth / niche goods
6213,523.4473532600732,1.0998725056833565,2.171383412364387,0.25043956043956045,124.45537231953752,65,6.262345047698479,4.831950096283995,3,-3.1275819893351637,-1.9938286985394356,0.14029850746268657,6213,Handkerchiefs,both,Low-growth / niche goods
